Income Group,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Upper middle income,2020-04-29,2599475050,2.560628e6,431315,276468,19243,431315,295711,135604,15187.71,15187.71,11263.71,842.43,12106.14,3081.57,190.14,333.97,23.83,357.8,-167.6571,38.54,26.83,8.42,0.0651,165.92,7.4,106.36,113.76,52.17,5.94,985.06
Upper middle income,2020-04-30,2599475050,2.644072e6,449725,287885,20151,449725,308036,141689,15822.0,15822.0,11496.86,889.29,12386.14,3435.86,82.29,323.57,19.37,342.94,-260.6571,53.03,21.93,-7.0985,0.0654,173.01,7.75,110.75,118.5,54.51,5.88,1017.16
Upper middle income,2020-05-01,2599475050,2.886279e6,466588,299856,21060,466588,320916,145672,16548.29,16548.29,11814.86,883.43,12698.29,3850.0,436.17,294.46,24.77,319.23,116.94,50.15,30.03,-8.403,0.0656,179.49,8.1,115.35,123.45,56.04,6.19,1110.33
Upper middle income,2020-05-02,2599475050,2.996484e6,481538,312102,22061,481538,334163,147375,16718.57,16718.57,12168.86,880.71,13049.57,3669.0,467.69,307.26,22.49,329.74,137.94,54.7,-16.2069,-8.8912,0.066,185.24,8.49,120.06,128.55,56.69,6.22,1152.73
Upper middle income,2020-05-03,2599475050,2.99108e6,497866,324699,22860,497866,347559,150307,17478.86,17478.86,12460.29,922.0,13382.29,4096.57,457.46,317.89,24.49,342.37,115.09,70.68,-16.7726,-7.7365,0.0658,191.53,8.79,124.91,133.7,57.82,6.01,1150.65
Upper middle income,2020-05-04,2599475050,3.187068e6,514520,337704,23519,514520,361223,153297,17526.14,17526.14,12800.0,954.86,13754.86,3771.29,463.63,324.91,27.83,352.74,110.89,-42.4971,-17.6229,-7.5911,0.0651,197.93,9.05,129.91,138.96,58.97,6.19,1226.04
Upper middle income,2020-05-05,2599475050,3.031554e6,531640,350607,24556,531640,375163,156477,18109.29,18109.29,13086.29,1011.71,14098.0,4011.29,435.69,323.46,39.17,362.63,73.06,-30.8343,-16.7486,9.95,0.0655,204.52,9.45,134.88,144.32,60.2,5.7,1166.22
Upper middle income,2020-05-06,2599475050,3.163741e6,553667,363690,25697,553667,389387,164280,18866.43,18866.43,13439.43,1022.57,14462.0,4404.43,223.69,332.71,36.74,369.46,-145.7714,-37.9657,-7.9234,8.88,0.066,212.99,9.89,139.91,149.79,63.2,5.71,1217.07
Upper middle income,2020-05-07,2599475050,3.491789e6,572408,377485,26835,572408,404320,168088,18897.0,18897.0,13786.14,1076.57,14862.71,4034.29,313.51,310.94,45.03,355.97,-42.4571,-29.0457,33.55,11.89,0.0664,220.2,10.32,145.22,155.54,64.66,6.1,1343.27
Upper middle income,2020-05-08,2599475050,3.603731e6,593353,391460,28142,593353,419602,173751,18597.29,18597.29,14123.86,1105.71,15229.57,3367.71,267.63,312.63,39.46,352.09,-84.4571,31.06,27.62,11.55,0.0671,228.26,10.83,150.59,161.42,66.84,6.07,1386.33
Upper middle income,2020-05-09,2599475050,3.721984e6,613603,406178,29219,613603,435397,178206,19093.71,19093.71,14354.71,1180.0,15534.71,3559.0,318.4,303.51,41.23,344.74,-26.3429,125.25,41.81,5.0,0.0671,236.05,11.24,156.25,167.49,68.55,6.07,1431.82
Upper middle income,2020-05-10,2599475050,3.845806e6,630145,421202,30396,630145,451598,178547,19447.43,19447.43,14649.43,1209.0,15858.43,3589.0,591.0,298.31,43.86,342.17,248.83,107.25,41.02,-8.9291,0.0673,242.41,11.69,162.03,173.73,68.69,6.1,1479.45
Upper middle income,2020-05-11,2599475050,3.938191e6,644701,436571,31259,644701,467830,176871,20458.43,20458.43,14957.0,1228.71,16185.71,4272.71,849.91,319.77,45.06,364.83,485.09,171.07,17.06,-6.909,0.0668,248.01,12.03,167.95,179.97,68.04,6.11,1514.99
Upper middle income,2020-05-12,2599475050,4.057247e6,665296,451090,32816,665296,483906,181390,21852.0,21852.0,15277.71,1295.86,16573.57,5278.43,849.77,386.4,22.74,409.14,440.63,176.05,-11.0971,-16.0393,0.0678,255.93,12.62,173.53,186.16,69.78,6.1,1560.79
Upper middle income,2020-05-13,2599475050,4.16455e6,689799,466236,34160,689799,500396,189403,22846.86,22846.86,15722.71,1331.0,17053.71,5793.14,1123.0,421.31,27.83,449.14,673.86,116.36,-6.928,-16.3271,0.0683,265.36,13.14,179.36,192.5,72.86,6.04,1602.07
Upper middle income,2020-05-14,2599475050,4.30357e6,715617,482184,35436,715617,517620,197997,23342.57,23342.57,16286.71,1293.71,17580.43,5762.14,1198.63,479.91,30.29,510.2,688.43,69.76,-38.3886,-11.1255,0.0685,275.29,13.63,185.49,199.12,76.17,6.01,1655.55
Upper middle income,2020-05-15,2599475050,4.130332e6,746317,498404,37213,746317,535617,210700,25062.43,25062.43,16756.0,1348.14,18104.14,6958.29,1172.8,549.14,23.8,572.94,599.86,72.61,-40.6171,-5.3769,0.0695,287.1,14.32,191.73,206.05,81.05,5.53,1588.91
Upper middle income,2020-05-16,2599475050,4.253425e6,773531,516237,38536,773531,554773,218758,26451.57,26451.57,17356.57,1380.14,18736.71,7714.86,1198.71,591.34,35.91,627.26,571.46,-20.8686,-38.568,-5.9975,0.0695,297.57,14.82,198.59,213.42,84.15,5.5,1636.26
Upper middle income,2020-05-17,2599475050,4.720804e6,793543,535209,39452,793543,574661,218882,27716.0,27716.0,18023.43,1414.86,19438.29,8277.71,1212.83,632.97,46.31,679.29,533.54,-27.04,-37.9817,6.87,0.0687,305.27,15.18,205.89,221.07,84.2,5.95,1816.06
Upper middle income,2020-05-18,2599475050,4.395686e6,820138,553863,40696,820138,594559,225579,28840.43,28840.43,18679.43,1510.57,20190.0,8650.43,1018.66,688.71,39.06,727.77,290.89,-76.48,-36.9154,7.3,0.0684,315.5,15.66,213.07,228.72,86.78,5.36,1690.99
Upper middle income,2020-05-19,2599475050,4.561208e6,850457,572586,42477,850457,615063,235394,29406.71,29406.71,19451.57,1525.29,20976.86,8429.86,1063.43,716.46,37.77,754.23,309.2,-120.1486,-4.0491,15.74,0.0691,327.16,16.34,220.27,236.61,90.55,5.36,1754.67
Upper middle income,2020-05-20,2599475050,5.057962e6,883811,592400,44064,883811,636464,247347,30155.71,30155.71,20199.57,1543.43,21743.0,8412.71,790.4,744.66,37.54,782.2,8.2,-111.9657,-4.1211,20.03,0.0692,340.0,16.95,227.89,244.84,95.15,5.72,1945.76
Upper middle income,2020-05-21,2599475050,4.398576e6,917500,612940,46010,917500,658950,258550,31768.71,31768.71,20938.86,1569.0,22507.86,9260.86,597.97,762.14,21.17,783.31,-185.3429,-41.1143,40.16,18.12,0.0698,352.96,17.7,235.79,253.49,99.46,4.79,1692.1
Upper middle income,2020-05-22,2599475050,5.182771e6,952164,634565,47890,952164,682455,269709,31668.0,31668.0,21746.71,1602.57,23349.29,8318.71,653.0,735.77,30.54,766.31,-113.3143,-47.6457,62.19,9.37,0.0702,366.29,18.42,244.11,262.54,103.76,5.44,1993.78
Upper middle income,2020-05-23,2599475050,5.325847e6,984621,657634,49340,984621,706974,277647,31830.29,31830.29,22490.14,1616.43,24106.57,7723.71,813.09,729.89,26.11,756.0,57.09,124.3,53.67,7.89,0.0698,378.78,18.98,252.99,271.97,106.81,5.41,2048.82
Upper middle income,2020-05-24,2599475050,4.990138e6,1015924,681781,50435,1015924,732216,283708,32671.71,32671.71,23130.43,1678.0,24808.43,7863.29,825.2,741.89,19.31,761.2,64.0,190.81,42.82,-15.5979,0.0689,390.82,19.4,262.28,281.68,109.14,4.91,1919.67
Upper middle income,2020-05-25,2599475050,5.542709e6,1041814,706090,51914,1041814,758004,283810,34221.14,34221.14,23849.0,1674.0,25523.0,8698.14,1411.89,748.09,19.03,767.11,644.77,156.39,35.31,-24.0917,0.0685,400.78,19.97,271.63,291.6,109.18,5.32,2132.24
Upper middle income,2020-05-26,2599475050,5.633499e6,1073269,730017,53792,1073269,783809,289460,35894.71,35894.71,24648.29,1665.57,26313.86,9580.86,1552.03,812.06,13.37,825.43,726.6,172.99,-37.8343,-21.5499,0.0686,412.88,20.69,280.83,301.53,111.35,5.25,2167.17
Upper middle income,2020-05-27,2599475050,5.300381e6,1112513,754313,55810,1112513,810123,302390,38727.43,38727.43,25487.14,1697.71,27184.86,11542.57,1434.97,899.77,-8.1143,891.66,543.31,128.89,-58.2663,-26.2654,0.0689,427.98,21.47,290.18,311.65,116.33,4.76,2039.02
Upper middle income,2020-05-28,2599475050,5.431316e6,1157048,779883,57728,1157048,837611,319437,39590.43,39590.43,26550.43,1683.29,28233.71,11356.71,1678.06,939.83,1.2,941.03,737.03,-64.8743,-54.0777,-21.0914,0.0689,445.11,22.21,300.02,322.22,122.89,4.69,2089.39
Upper middle income,2020-05-29,2599475050,5.920138e6,1203427,807103,59549,1203427,866652,336775,39846.57,39846.57,27629.29,1637.43,29266.71,10579.86,1469.63,981.69,26.34,1008.03,461.6,-100.52,-88.5051,3.02,0.0687,462.95,22.91,310.49,333.4,129.56,4.92,2277.44
Upper middle income,2020-05-30,2599475050,6.586721e6,1255713,836044,61224,1255713,897268,358445,42611.43,42611.43,28548.14,1680.0,30228.14,12383.29,1087.51,1009.17,40.89,1050.06,37.46,-113.9943,-70.1509,10.43,0.0682,483.06,23.55,321.62,345.17,137.89,5.25,2533.87
Upper middle income,2020-05-31,2599475050,6.95026e6,1293057,867634,62218,1293057,929852,363205,43242.86,43242.86,29556.71,1797.29,31354.0,11888.86,1049.43,1000.86,52.51,1053.37,-3.9429,-269.5314,-22.7417,13.48,0.0669,497.43,23.93,333.77,357.71,139.72,5.38,2673.72
Upper middle income,2020-06-01,2599475050,7.084833e6,1320740,899495,63376,1320740,962871,357869,44165.0,44165.0,30533.0,1902.14,32435.14,11729.86,865.0,990.29,62.71,1053.0,-188.0,-221.8686,-6.0937,29.49,0.0658,508.08,24.38,346.03,370.41,137.67,5.36,2725.49
Upper middle income,2020-06-02,2599475050,7.226794e6,1371549,929854,65552,1371549,995406,376143,44837.57,44837.57,31554.71,1945.86,33500.57,11337.0,330.4,977.11,58.89,1036.0,-705.6,-178.5829,13.31,22.18,0.0659,527.63,25.22,357.71,382.93,144.7,5.27,2780.1
Upper middle income,2020-06-03,2599475050,6.8077e6,1415213,961210,68391,1415213,1029601,385612,44171.57,44171.57,32580.71,1951.0,34531.71,9639.86,360.29,928.14,43.66,971.8,-611.5143,-130.9886,58.96,13.87,0.0664,544.42,26.31,369.77,396.08,148.34,4.81,2618.87
Upper middle income,2020-06-04,2599475050,7.003672e6,1466203,993614,71043,1466203,1064657,401546,44263.43,44263.43,33433.71,1974.43,35408.14,8855.29,194.6,887.4,28.71,916.11,-721.5143,-47.4629,40.76,6.54,0.0667,564.04,27.33,382.24,409.57,154.47,4.78,2694.26
Upper middle income,2020-06-05,2599475050,7.180211e6,1517290,1027986,73170,1517290,1101156,416134,45044.29,45044.29,34197.43,2015.57,36213.0,8831.29,394.49,841.57,9.17,850.74,-456.2571,25.25,46.6,-1.8059,0.0664,583.69,28.15,395.46,423.61,160.08,4.73,2762.18
Upper middle income,2020-06-06,2599475050,7.342479e6,1564914,1064109,74881,1564914,1138990,425924,45138.0,45138.0,34970.0,2045.71,37015.71,8122.29,627.69,810.2,-1.1429,809.06,-181.3714,-18.0629,26.59,-10.8697,0.0657,602.01,28.81,409.36,438.16,163.85,4.69,2824.6
Upper middle income,2020-06-07,2599475050,8.096173e6,1602901,1101670,76039,1602901,1177709,425192,46810.0,46810.0,35762.57,1991.71,37754.29,9055.71,456.66,807.06,-14.2857,792.77,-336.1143,54.43,4.28,-5.0133,0.0646,616.62,29.25,423.8,453.06,163.57,5.05,3114.54
Upper middle income,2020-06-08,2599475050,8.219173e6,1636050,1138877,77485,1636050,1216362,419688,47310.0,47310.0,36631.71,1945.29,38577.0,8733.0,269.97,779.54,-17.3143,762.23,-492.2571,1.95,4.61,-4.2471,0.0637,629.38,29.81,438.12,467.93,161.45,5.02,3161.86
Upper middle income,2020-06-09,2599475050,7.764783e6,1687515,1174644,79872,1687515,1254516,432999,46546.71,46546.71,37469.0,1903.0,39372.0,7174.71,466.77,727.8,-10.2857,717.51,-250.7429,-26.08,15.69,3.28,0.0637,649.18,30.73,451.88,482.6,166.57,4.6,2987.06
Upper middle income,2020-06-10,2599475050,7.920014e6,1742883,1211548,82333,1742883,1293881,449002,46394.14,46394.14,38095.14,1929.0,40024.14,6370.0,404.26,688.49,6.06,694.54,-290.2857,48.29,25.37,5.93,0.0636,670.47,31.67,466.07,497.75,172.73,4.54,3046.77
Upper middle income,2020-06-11,2599475050,8.092994e6,1797373,1250036,84660,1797373,1334696,462677,47471.86,47471.86,38609.0,1994.29,40603.29,6868.57,497.29,646.6,21.77,668.37,-171.0857,60.41,42.99,2.02,0.0634,691.44,32.57,480.88,513.45,177.99,4.5,3113.32
Upper middle income,2020-06-12,2599475050,8.269656e6,1843117,1290269,86491,1843117,1376760,466357,48831.29,48831.29,39205.0,2022.0,41227.0,7604.29,698.11,617.6,35.03,652.63,45.49,181.27,33.92,3.75,0.0628,709.03,33.27,496.36,529.63,179.4,4.49,3181.28
Upper middle income,2020-06-13,2599475050,9.148653e6,1889673,1330775,88384,1889673,1419159,470514,49796.43,49796.43,39864.71,2054.14,41918.86,7877.57,572.03,619.37,37.6,656.97,-84.9429,216.88,14.72,-13.8507,0.0623,726.94,34.0,511.94,545.94,181.0,4.84,3519.42
Upper middle income,2020-06-14,2599475050,8.272618e6,1935204,1371933,89999,1935204,1461932,473272,50037.29,50037.29,40557.0,2078.14,42635.14,7402.14,1373.14,603.51,45.51,649.03,724.11,143.54,34.43,-17.0953,0.0616,744.46,34.62,527.77,562.4,182.06,4.27,3182.42
Upper middle income,2020-06-15,2599475050,9.465373e6,1977869,1413312,91639,1977869,1504951,472918,49254.29,49254.29,41192.0,2117.0,43309.0,5945.29,1488.66,671.77,43.23,715.0,773.66,121.9,-43.8857,-10.0638,0.0609,760.87,35.25,543.69,578.94,181.93,4.79,3641.26
Upper middle income,2020-06-16,2599475050,9.68692e6,2036090,1453697,94251,2036090,1547948,488142,54337.57,54337.57,41626.57,2221.86,43848.43,10489.14,1214.97,728.8,56.37,785.17,429.8,232.54,-42.4914,-4.843,0.0609,783.27,36.26,559.23,595.48,187.78,4.76,3726.49
Upper middle income,2020-06-17,2599475050,9.004829e6,2093144,1495447,96880,2093144,1592327,500817,56274.57,56274.57,42563.86,2238.14,44802.0,11472.57,1307.6,762.83,61.54,824.37,483.23,-38.1543,-16.3954,-14.7659,0.0608,805.22,37.27,575.29,612.56,192.66,4.3,3464.1
Upper middle income,2020-06-18,2599475050,1.0094857e7,2142153,1538380,99479,2142153,1637859,504294,55871.29,55871.29,43508.71,2336.0,45844.71,10026.57,1734.74,806.71,61.29,868.0,866.74,4.42,-9.4937,13.39,0.0607,824.07,38.27,591.8,630.07,194.0,4.71,3883.42
Upper middle income,2020-06-19,2599475050,1.0143681e7,2223480,1581655,102044,2223480,1683699,539781,56575.29,56575.29,44371.14,2385.86,46757.0,9818.29,1182.37,902.74,44.2,946.94,235.43,61.56,-39.4034,2.26,0.0606,855.36,39.26,608.45,647.71,207.65,4.56,3902.2
Upper middle income,2020-06-20,2599475050,1.0491795e7,2283595,1628722,104051,2283595,1732773,550822,57928.0,57928.0,45225.57,2423.43,47649.0,10279.0,1510.77,925.83,42.49,968.31,542.46,74.43,23.05,1.56,0.06,878.48,40.03,626.56,666.59,211.9,4.59,4036.12
Upper middle income,2020-06-21,2599475050,9.688357e6,2326303,1676494,106351,2326303,1782845,543458,60249.43,60249.43,46140.29,2442.86,48583.14,11666.29,1522.77,996.43,21.31,1017.74,505.03,35.53,-31.168,-0.8469,0.0597,894.91,40.91,644.94,685.85,209.06,4.16,3727.04
Upper middle income,2020-06-22,2599475050,1.0848689e7,2373896,1723910,108340,2373896,1832250,541646,63828.43,63828.43,47193.0,2450.57,49643.57,14184.86,1679.74,1040.71,22.66,1063.37,616.37,77.11,-8.5874,1.65,0.0591,913.22,41.68,663.18,704.85,208.37,4.57,4173.42
Upper middle income,2020-06-23,2599475050,1.0136348e7,2441586,1770276,111215,2441586,1881491,560095,63485.14,63485.14,48490.86,2442.57,50933.43,12551.71,1912.37,1126.06,-6.4571,1119.6,792.77,-151.4171,-13.728,-8.9755,0.0591,939.26,42.78,681.01,723.8,215.46,4.15,3899.38
Upper middle income,2020-06-24,2599475050,1.0124149e8,2514890,1818429,113980,2514890,1932409,582481,64974.0,64974.0,49574.71,2499.14,52073.86,12900.14,1567.91,1205.17,-13.1714,1192.0,375.91,18.62,-31.1589,18.53,0.059,967.46,43.85,699.54,743.38,224.08,40.26,38946.9
Upper middle income,2020-06-25,2599475050,1.0146605e8,2588952,1868731,116633,2588952,1985364,603588,67489.86,67489.86,50855.86,2391.14,53247.0,14242.86,753.69,1247.94,-21.9429,1226.0,-472.3143,5.79,-21.8251,-5.7065,0.0587,995.95,44.87,718.89,763.76,232.2,39.19,39033.28
Upper middle income,2020-06-26,2599475050,1.01241753e8,2667876,1921091,119142,2667876,2040233,627643,68089.0,68089.0,52166.14,2377.0,54543.14,13545.86,1615.89,1208.94,-26.0571,1182.89,433.0,-120.2686,61.5,-3.6357,0.0584,1026.31,45.83,739.03,784.86,241.45,37.95,38947.0
Upper middle income,2020-06-27,2599475050,1.00913449e8,2738413,1975745,121545,2738413,2097290,641123,67596.86,67596.86,53432.71,2340.86,55773.57,11823.29,1708.69,1256.4,-33.9714,1222.43,486.26,-32.0171,-37.12,3.06,0.058,1053.45,46.76,760.06,806.81,246.64,36.85,38820.7
Upper middle income,2020-06-28,2599475050,1.01077557e8,2798732,2032485,123089,2798732,2155574,643158,71564.57,71564.57,54535.57,2312.29,56847.86,14716.71,1311.03,1271.83,-5.2,1266.63,44.4,156.09,-31.9063,-3.6407,0.0571,1076.65,47.35,781.88,829.23,247.42,36.12,38883.83
Upper middle income,2020-06-29,2599475050,1.02237031e8,2850519,2089073,124979,2850519,2214052,636467,73517.43,73517.43,55856.71,2329.29,58186.0,15331.43,1407.83,1272.03,-1.6571,1270.37,137.46,-166.9771,-15.8503,-26.9925,0.0564,1096.57,48.08,803.65,851.73,244.84,35.87,39329.88
Upper middle income,2020-06-30,2599475050,1.02433981e8,2914764,2144305,127601,2914764,2271906,642858,74045.0,74045.0,57215.0,2365.14,59580.14,14464.86,1534.11,1273.46,9.6,1283.06,251.06,-153.7429,-40.0286,12.99,0.0562,1121.29,49.09,824.9,873.99,247.3,35.14,39405.64
Upper middle income,2020-07-01,2599475050,1.01155647e8,3015842,2200178,130166,3015842,2330344,685498,75128.14,75128.14,58526.29,2368.71,60895.0,14233.14,781.0,1286.63,19.11,1305.74,-524.7429,-199.52,-73.4617,6.33,0.0559,1160.17,50.07,846.39,896.47,263.71,33.54,38913.87
Upper middle income,2020-07-02,2599475050,1.00850021e8,3103574,2259728,132938,3103574,2392666,710908,75267.43,75267.43,59800.0,2388.86,62188.86,13078.57,939.97,1228.86,29.26,1258.11,-318.1429,-232.16,27.83,15.73,0.0556,1193.92,51.14,869.3,920.44,273.48,32.49,38796.3
Upper middle income,2020-07-03,2599475050,1.02098139e8,3186191,2321596,135698,3186191,2457294,728897,75469.57,75469.57,60968.71,2407.86,63376.57,12093.0,313.43,1200.6,28.86,1229.46,-916.0286,-211.2229,-0.2674,21.54,0.0552,1225.71,52.2,893.1,945.3,280.4,32.04,39276.45
Upper middle income,2020-07-04,2599475050,1.03885829e8,3264310,2385429,138126,3264310,2523555,740755,78217.29,78217.29,62001.0,2475.57,64476.57,13740.71,247.03,1117.51,28.46,1145.97,-898.9429,-27.8286,62.79,24.17,0.0547,1255.76,53.14,917.66,970.79,284.96,31.82,39964.16
Upper middle income,2020-07-05,2599475050,9.97619e7,3325604,2451085,139811,3325604,2590896,734708,75612.14,75612.14,63218.0,2509.43,65727.43,9884.71,478.0,1038.6,25.63,1064.23,-586.2286,-155.08,67.67,-6.1104,0.054,1279.34,53.78,942.92,996.7,282.64,30.0,38377.71
Upper middle income,2020-07-06,2599475050,1.03184406e8,3378806,2515854,141834,3378806,2657688,721118,76363.29,76363.29,64113.86,2511.0,66624.86,9738.43,641.86,987.0,24.31,1011.31,-369.4571,114.44,47.41,6.42,0.0534,1299.8,54.56,967.83,1022.39,277.41,30.54,39694.32
Upper middle income,2020-07-07,2599475050,1.02141095e8,3462285,2578312,144930,3462285,2723242,739043,77657.43,77657.43,64993.0,2517.0,67510.0,10147.43,164.57,961.97,15.69,977.66,-813.0857,106.21,-2.7223,-25.4585,0.0532,1331.92,55.75,991.86,1047.61,284.3,29.5,39292.97
Upper middle income,2020-07-08,2599475050,1.01930805e8,3545127,2642704,147732,3545127,2790436,754691,78678.86,78678.86,65903.71,2529.43,68433.14,10245.71,885.63,895.66,7.66,903.31,-17.6857,25.82,31.83,-23.9017,0.0529,1363.79,56.83,1016.63,1073.46,290.32,28.75,39212.07
Upper middle income,2020-07-09,2599475050,1.02723439e8,3638117,2708525,150515,3638117,2859040,779077,79040.14,79040.14,66810.86,2554.0,69364.86,9675.29,778.09,894.94,7.03,901.97,-123.8857,-41.44,-64.5006,-15.7488,0.0526,1399.56,57.9,1041.95,1099.85,299.71,28.24,39516.99
Upper middle income,2020-07-10,2599475050,1.0293862e8,3729793,2776547,153317,3729793,2929864,799929,80040.29,80040.29,67696.29,2547.71,70244.0,9796.29,607.11,886.51,3.97,890.49,-283.3714,4.09,-51.8343,-1.5678,0.0523,1434.83,58.98,1068.12,1127.1,307.73,27.6,39599.77
Upper middle income,2020-07-11,2599475050,1.03653545e8,3815062,2846755,155832,3815062,3002587,812475,80253.71,80253.71,68588.57,2546.14,71134.71,9119.0,434.66,855.23,9.51,864.74,-430.0857,-208.0629,-31.3349,0.392,0.0519,1467.63,59.95,1095.13,1155.07,312.55,27.17,39874.8
Upper middle income,2020-07-12,2599475050,1.04453682e8,3878885,2918761,157689,3878885,3076450,802435,80693.0,80693.0,69425.57,2536.86,71962.43,8730.57,185.0,818.46,7.2,825.66,-640.6571,-152.96,-10.5611,37.13,0.0513,1492.18,60.66,1122.83,1183.49,308.69,26.93,40182.61
Upper middle income,2020-07-13,2599475050,1.03512292e8,3939088,2989728,159668,3939088,3149396,789692,80852.14,80852.14,70179.86,2577.0,72756.86,8095.29,-154.6857,762.26,5.11,767.37,-922.0571,-130.8514,33.8,35.01,0.0507,1515.34,61.42,1150.13,1211.55,303.79,26.28,39820.46
Upper middle income,2020-07-14,2599475050,1.02364514e8,4024061,3058432,162753,4024061,3221185,802876,79965.14,79965.14,70903.14,2590.0,73493.14,6472.0,13.29,676.31,7.17,683.49,-670.2,-94.2457,121.17,34.15,0.0505,1548.03,62.61,1176.56,1239.17,308.86,25.44,39378.92
Upper middle income,2020-07-15,2599475050,1.04348161e8,4109978,3128683,165490,4109978,3294173,815805,79266.86,79266.86,71507.57,2573.29,74080.86,5186.0,-47.1429,610.6,12.37,622.97,-670.1143,173.06,123.21,27.26,0.0502,1581.08,63.66,1203.58,1267.25,313.83,25.39,40142.01
Upper middle income,2020-07-16,2599475050,1.03417014e8,4204082,3199784,168554,4204082,3368338,835744,80320.14,80320.14,71970.14,2582.0,74552.14,5768.0,-36.5714,549.63,12.31,561.94,-598.5143,397.79,139.39,-5.0453,0.05,1617.28,64.84,1230.93,1295.78,321.5,24.6,39783.81
Upper middle income,2020-07-17,2599475050,1.03763214e8,4289549,3272869,171447,4289549,3444316,845233,80457.29,80457.29,72478.57,2598.71,75077.29,5380.0,1050.31,473.77,33.6,507.37,542.94,463.11,125.76,-41.9682,0.0498,1650.16,65.95,1259.05,1325.0,325.16,24.19,39916.99
Upper middle income,2020-07-18,2599475050,1.02779165e8,4369930,3347308,173845,4369930,3521153,848777,80669.29,80669.29,72928.0,2638.57,75566.57,5102.71,1834.26,411.2,145.77,556.97,1277.29,566.11,8.57,-53.584,0.0494,1681.08,66.88,1287.69,1354.56,326.52,23.52,39538.43
Upper middle income,2020-07-19,2599475050,1.0474482e8,4441126,3422552,175763,4441126,3598315,842811,85216.71,85216.71,73272.0,2758.0,76030.0,9186.71,2328.86,523.2,149.83,673.03,1655.83,534.57,-88.6709,-70.2171,0.0488,1708.47,67.61,1316.63,1384.25,324.22,23.59,40294.6
Upper middle income,2020-07-20,2599475050,1.0494363e8,4502289,3497078,177859,4502289,3674937,827352,88438.14,88438.14,73563.57,3302.14,76865.71,11572.43,2783.4,661.97,161.43,823.4,1960.0,215.91,-144.7051,-63.875,0.0484,1732.0,68.42,1345.3,1413.72,318.28,23.31,40371.09
Upper middle income,2020-07-21,2599475050,1.07693109e8,4588746,3568928,181223,4588746,3750151,838595,91964.43,91964.43,74586.14,3331.14,77917.29,14047.14,2636.26,858.51,143.11,1001.63,1634.63,-45.5657,-211.6937,-27.723,0.0483,1765.26,69.72,1372.94,1442.66,322.6,23.47,41428.79
Upper middle income,2020-07-22,2599475050,1.06377507e8,4706495,3641587,184796,4706495,3826383,880112,94374.29,94374.29,75788.43,3405.86,79194.29,15180.0,2129.86,1018.54,131.57,1150.11,979.74,-260.4114,-193.6126,10.55,0.0483,1810.56,71.09,1400.89,1471.98,338.57,22.6,40922.69
Upper middle income,2020-07-23,2599475050,1.0683433e8,4823149,3714729,191669,4823149,3906398,916751,93850.57,93850.57,77220.57,3354.14,80574.71,13275.86,1606.43,1223.63,15.46,1239.09,367.34,-492.36,-130.0457,30.03,0.0491,1855.43,73.73,1429.03,1502.76,352.67,22.15,41098.42
Upper middle income,2020-07-24,2599475050,1.06209505e8,4933300,3794972,194765,4933300,3989737,943563,95866.0,95866.0,78364.71,3415.86,81780.57,14085.43,1026.8,1268.63,4.11,1272.74,-245.9429,-433.4971,-35.9406,61.45,0.0488,1897.81,74.92,1459.9,1534.82,362.98,21.53,40858.06
Upper middle income,2020-07-25,2599475050,1.09148779e8,5030550,3877827,197686,5030550,4075513,955037,96470.29,96470.29,79681.71,3379.43,83061.14,13409.14,321.6,1374.0,-123.7429,1250.26,-928.6571,-434.32,5.43,51.77,0.0485,1935.22,76.05,1491.77,1567.82,367.4,21.7,41988.78
Upper middle income,2020-07-26,2599475050,1.07328907e8,5098080,3963096,199242,5098080,4162338,935742,97098.43,97098.43,80929.29,3351.71,84281.0,12817.43,468.77,1278.97,-113.1714,1165.8,-697.0286,-225.2686,95.55,44.44,0.0479,1961.2,76.65,1524.58,1601.22,359.97,21.05,41288.69
Upper middle income,2020-07-27,2599475050,1.06961536e8,5173351,4045631,201770,5173351,4247401,925950,95982.29,95982.29,82658.43,2787.14,85445.57,10536.71,-41.7429,1237.37,-134.6571,1102.71,-1144.4571,-233.2686,65.24,6.66,0.0475,1990.15,77.62,1556.33,1633.95,356.21,20.68,41147.36
Upper middle income,2020-07-28,2599475050,1.06707332e8,5264038,4126700,204879,5264038,4331579,932459,96194.43,96194.43,83615.43,2788.29,86403.71,9790.71,480.09,1106.11,-107.6286,998.49,-518.4,-14.6057,92.14,7.98,0.0473,2025.04,78.82,1587.51,1666.33,358.71,20.27,41049.57
Upper middle income,2020-07-29,2599475050,1.0797987e8,5386184,4208092,208258,5386184,4416350,969834,95657.29,95657.29,84551.57,2742.57,87294.14,8363.14,-139.5429,1067.49,-116.0857,951.4,-1090.9429,-107.2857,-2.6354,-26.4249,0.0472,2072.03,80.12,1618.82,1698.94,373.09,20.05,41539.11
