Country,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Somalia,,2020-02-25,5.15,46.2,15910843,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Africa,Upper middle income,2020-02-25,-30.5595,22.94,59411676,6374,,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Korea,High income,2020-02-25,36.0,128.0,52144578,31380,36716,people tested,977,183,10,977,193,784,317.33,71.0,1.83,72.83,244.5,67.0,21.28,,,,2.2,-4.4149,,0.0518,0.0102,18.74,0.192,3.51,3.7,15.04,37.58,704.12
South Sudan,,2020-02-25,6.88,31.31,11695174,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Spain,High income,2020-02-25,40.0,-4.0,47545141,30324,,,6,2,0,6,2,4,5.0,0.333,,,,3.06,0.389,,,,,,,0.0,0.0,0.126,0.0,0.0421,0.0421,0.0841,,
Sri Lanka,Upper middle income,2020-02-25,7.0,81.0,22017708,4102,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0454,0.0,0.0454,0.0454,0.0,,
Sudan,Lower middle income,2020-02-25,12.86,30.22,43832398,977,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Upper middle income,2020-02-25,3.92,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sweden,High income,2020-02-25,63.0,16.0,10331337,54651,,people tested,1,1,0,1,1,0,1.0,0.167,,,,,,,,,,,,0.0,0.0,0.0968,0.0,0.0968,0.0968,0.0,,
Switzerland,High income,2020-02-25,46.82,8.23,8675300,82829,632,samples tested,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.115,0.0,0.0,0.0,0.115,632.0,72.85
Taiwan,,2020-02-25,23.7,121.0,,,,,31,19,1,31,20,11,1.33,0.833,0.0,0.833,0.5,0.0556,0.0556,,,,-0.0069,,,0.05,0.0323,,,,,,,
Tajikistan,Low income,2020-02-25,38.86,71.28,9494572,827,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tanzania,Low income,2020-02-25,-6.369,34.89,59664818,1061,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Thailand,Upper middle income,2020-02-25,15.0,101.0,70187992,7274,,,37,30,0,37,30,7,1.0,0.667,,,,0.111,0.0278,,,,,-0.0104,,0.0,0.0,0.527,0.0,0.427,0.427,0.0997,,
Togo,Low income,2020-02-25,8.62,0.825,8313208,679,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Trinidad and Tobago,High income,2020-02-25,10.69,-61.2225,1404205,17130,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tunisia,Lower middle income,2020-02-25,34.0,9.0,11792303,3448,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Turkey,Upper middle income,2020-02-25,38.96,35.24,84767099,9370,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uganda,Low income,2020-02-25,1.0,32.0,45624665,643,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ukraine,Lower middle income,2020-02-25,48.38,31.17,44143362,3095,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Arab Emirates,High income,2020-02-25,24.0,54.0,10910461,43005,,,13,9,0,13,9,4,1.0,0.5,,,,0.111,0.0,,,,0.0417,-0.0087,-0.0022,0.0,0.0,1.19,0.0,0.825,0.825,0.367,,
United Kingdom,High income,2020-02-25,24.55,-43.9022,67359087,42962,6795,people tested,13,8,0,13,8,5,1.83,0.333,,,,0.639,0.0833,,,,,,,0.0,0.0,0.193,0.0,0.119,0.119,0.0742,522.69,100.88
United States,High income,2020-02-25,37.09,-95.7129,332049547,62887,,,15,12,0,15,12,3,0.167,0.333,,,,1.0,-0.1111,,,,0.556,,,0.0,0.0,0.0452,0.0,0.0361,0.0361,0.009,,
Uruguay,High income,2020-02-25,-32.5228,-55.7658,3464003,17278,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uzbekistan,Lower middle income,2020-02-25,41.38,64.59,34035959,1532,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Venezuela,Upper middle income,2020-02-25,6.42,-66.5897,29442841,4842,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Vietnam,Lower middle income,2020-02-25,16.0,108.0,97455744,2567,,,16,14,0,16,14,2,0.0,0.167,,,,,-0.0278,,,,,,,0.0,0.0,0.164,0.0,0.144,0.144,0.0205,,
West Bank and Gaza,Lower middle income,2020-02-25,31.95,35.23,4801744,3199,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Western Sahara,,2020-02-25,24.22,-12.8858,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Yemen,Low income,2020-02-25,15.55,48.52,30102884,944,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zambia,Lower middle income,2020-02-25,-15.4167,28.28,18364219,1540,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zimbabwe,Lower middle income,2020-02-25,-20.0,30.0,14755201,2147,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
