country,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Seychelles,High income,2020-02-18,-4.6796,55.492,98675,16434,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sierra Leone,Low income,2020-02-18,8.460555000000001,-11.779889,8098006,534,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Singapore,High income,2020-02-18,1.2833,103.8333,5853430,64582,,,81,42,0,81,42,39,2.1666666666666665,3.5,,,,-0.638888888888889,0.0,,,,,,,0.0,0.0,13.838040260155157,0.0,7.175280134895266,7.175280134895266,6.66276012525989,,
Slovakia,High income,2020-02-18,48.669,19.699,5453260,19444,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Slovenia,High income,2020-02-18,46.1512,14.9955,2083556,26042,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Somalia,,2020-02-18,5.1521,46.1996,15910843,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Africa,Upper middle income,2020-02-18,-30.5595,22.9375,59411676,6374,,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Korea,High income,2020-02-18,36.0,128.0,52144578,31380,9265,people tested,31,21,0,31,21,10,29.333333333333332,1.6666666666666667,,,,22.194444444444443,2.611111111111111,,,,4.715277777777779,-0.04513888888888884,,0.0,0.0,0.5945009277858189,0.0,0.40272643495168375,0.40272643495168375,0.1917744928341351,298.8709677419355,177.6790676108262
South Sudan,,2020-02-18,6.8770000000000024,31.307,11695174,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Spain,High income,2020-02-18,40.0,-4.0,47545141,30324,,,2,1,0,2,1,1,0.0,0.16666666666666666,,,,,,,,,,,,0.0,0.0,0.0420652869659173,0.0,0.02103264348295865,0.02103264348295865,0.02103264348295865,,
Sri Lanka,Upper middle income,2020-02-18,7.0,81.0,22017708,4102,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.04541798810303052,0.0,0.04541798810303052,0.04541798810303052,0.0,,
Sudan,Lower middle income,2020-02-18,12.8628,30.2176,43832398,977,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Upper middle income,2020-02-18,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sweden,High income,2020-02-18,63.0,16.0,10331337,54651,,,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.09679289331090449,0.0,0.09679289331090449,0.09679289331090449,0.0,,
Switzerland,High income,2020-02-18,46.8182,8.2275,8675300,82829,369,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,42.53455211923507
Taiwan,,2020-02-18,23.7,121.0,,,,,22,14,1,22,15,7,1.3333333333333333,0.5,,,,0.1111111111111111,0.027777777777777773,,,,-0.013888888888888893,,,0.06666666666666667,0.045454545454545456,,,,,,,
Tajikistan,Low income,2020-02-18,38.861034000000004,71.276093,9494572,827,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tanzania,Low income,2020-02-18,-6.369,34.8888,59664818,1061,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Thailand,Upper middle income,2020-02-18,15.0,101.0,70187992,7274,,,35,26,0,35,26,9,0.3333333333333333,0.8333333333333334,,,,-0.05555555555555555,-0.05555555555555556,,,,,,,0.0,0.0,0.4986607965647457,0.0,0.37043373459095397,0.37043373459095397,0.12822706197379174,,
Togo,Low income,2020-02-18,8.6195,0.8248,8313208,679,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Trinidad and Tobago,High income,2020-02-18,10.6918,-61.2225,1404205,17130,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tunisia,Lower middle income,2020-02-18,34.0,9.0,11792303,3448,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Turkey,Upper middle income,2020-02-18,38.9637,35.2433,84767099,9370,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uganda,Low income,2020-02-18,1.0,32.0,45624665,643,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ukraine,Lower middle income,2020-02-18,48.3794,31.1656,44143362,3095,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Arab Emirates,High income,2020-02-18,24.0,54.0,10910461,43005,,,9,6,0,9,6,3,0.16666666666666666,0.3333333333333333,,,,0.08333333333333333,0.0,,,,0.0,,,0.0,0.0,0.8248963998863109,0.0,0.5499309332575406,0.5499309332575406,0.2749654666287703,,
United Kingdom,High income,2020-02-18,24.548172727272732,-43.90224545454545,67359087,42962,4916,people tested,9,5,0,9,5,4,0.0,0.3333333333333333,,,,,0.0,,,,,,,0.0,0.0,0.1336122622920943,0.0,0.07422903460671906,0.07422903460671906,0.059383227685375246,546.2222222222222,72.98198682532617
United States,High income,2020-02-18,37.0902,-95.7129,332049547,62887,,,13,10,0,13,10,3,0.3333333333333333,0.3333333333333333,,,,0.027777777777777776,0.0,,,,,,,0.0,0.0,0.039150783723249594,0.0,0.030115987479422762,0.030115987479422762,0.009034796243826828,,
Uruguay,High income,2020-02-18,-32.5228,-55.7658,3464003,17278,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uzbekistan,Lower middle income,2020-02-18,41.3775,64.5853,34035959,1532,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Venezuela,Upper middle income,2020-02-18,6.4238,-66.5897,29442841,4842,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Vietnam,Lower middle income,2020-02-18,16.0,108.0,97455744,2567,,,16,11,0,16,11,5,0.0,0.3333333333333333,,,,-0.027777777777777776,-0.02777777777777778,,,,,,,0.0,0.0,0.16417708534450262,0.0,0.11287174617434556,0.11287174617434556,0.051305339170157074,,
West Bank and Gaza,Lower middle income,2020-02-18,31.9522,35.2332,4801744,3199,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Western Sahara,,2020-02-18,24.2155,-12.8858,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Yemen,Low income,2020-02-18,15.552726999999999,48.516388,30102884,944,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zambia,Lower middle income,2020-02-18,-15.4167,28.2833,18364219,1540,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zimbabwe,Lower middle income,2020-02-18,-20.0,30.0,14755201,2147,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
