country,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Morocco,Lower middle income,2020-03-09,31.7917,-7.0926,36937822,3222,62,people tested,2,1,0,2,1,1,0.6666666666666666,,,,,0.6944444444444443,,,,,,,,0.0,0.0,0.054145044068922094,0.0,0.027072522034461047,0.027072522034461047,0.027072522034461047,31.0,1.6784963661365848
Myanmar,Lower middle income,2020-03-09,21.9162,95.956,54546775,1326,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Namibia,Upper middle income,2020-03-09,-22.9576,18.4904,2534225,5931,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Nepal,Low income,2020-03-09,28.1667,84.25,28590852,1034,,people tested,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.03497622246444422,0.0,0.03497622246444422,0.03497622246444422,0.0,,
Netherlands,High income,2020-03-09,21.40834,-53.00556,17383205,53022,,,321,57,3,321,60,261,62.5,21.333333333333332,0.6666666666666666,22.0,40.5,14.444444444444443,4.75,,,,2.409722222222223,0.595486111111111,,0.05,0.009345794392523364,18.466099893546673,0.1725803728368848,3.2790270839008113,3.4516074567376958,15.014492436808977,,
New Zealand,High income,2020-03-09,-40.9006,174.886,4964681,42331,312,samples tested,5,2,0,5,2,3,0.16666666666666666,0.3333333333333333,,,,-0.027777777777777773,,,,,,,,0.0,0.0,1.0071140522422286,0.0,0.40284562089689147,0.40284562089689147,0.6042684313453371,62.4,62.84391685991507
Nicaragua,Lower middle income,2020-03-09,12.8654,-85.2072,6642666,2021,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Niger,Low income,2020-03-09,17.6078,8.0817,24213446,414,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Nigeria,Lower middle income,2020-03-09,9.082,8.6753,206401478,2028,,,2,1,0,2,1,1,0.16666666666666666,,,,,-0.027777777777777776,,,,,,,,0.0,0.0,0.009689853093009343,0.0,0.004844926546504672,0.004844926546504672,0.004844926546504672,,
North Macedonia,Upper middle income,2020-03-09,41.6086,21.7453,2088377,6084,,,3,1,0,3,1,2,0.6666666666666666,0.16666666666666666,,,,0.25,,,,,0.027777777777777776,,,0.0,0.0,1.4365222371248103,0.0,0.4788407457082701,0.4788407457082701,0.9576814914165402,,
Norway,High income,2020-03-09,60.472,8.4689,5411934,81734,5263,people tested,205,51,0,205,51,154,99.0,20.333333333333332,,,,23.416666666666668,6.666666666666667,,,,-2.548611111111112,-2.352430555555556,,0.0,0.0,37.87924982085887,0.0,9.423618248116108,9.423618248116108,28.455631572742757,25.673170731707316,972.4804478399035
Oman,High income,2020-03-09,21.0,57.0,5252599,16415,,,16,8,0,16,8,8,0.3333333333333333,0.8333333333333334,,,,0.05555555555555556,-0.05555555555555556,,,,,,,0.0,0.0,3.0461110775827356,0.0,1.5230555387913678,1.5230555387913678,1.5230555387913678,,
Pakistan,Lower middle income,2020-03-09,30.3753,69.3451,221843678,1482,,,16,3,0,16,3,13,3.6666666666666665,0.6666666666666666,,,,3.027777777777778,0.3055555555555555,,,,1.6805555555555554,0.41493055555555536,-0.0928819444444444,0.0,0.0,0.07212285760967234,0.0,0.013523035801813563,0.013523035801813563,0.058599821807858776,,
Panama,High income,2020-03-09,8.538,-80.7821,4328485,15575,107,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,24.719965530664886
Papua New Guinea,Lower middle income,2020-03-09,-6.315,143.9555,8983928,2730,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Paraguay,Upper middle income,2020-03-09,-23.4425,-58.4438,7165956,5822,,samples tested,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.13954872176161842,0.0,0.0,0.0,0.13954872176161842,,
Peru,Upper middle income,2020-03-09,-9.19,-75.0152,32670922,6941,318,people tested,7,1,0,7,1,6,2.3333333333333335,,,,,,,,,,,,,0.0,0.0,0.21425780392729657,0.0,0.03060825770389951,0.03060825770389951,0.18364954622339708,45.42857142857143,9.733425949840044
Philippines,Lower middle income,2020-03-09,13.0,122.0,110425890,3103,,,20,3,1,20,4,16,7.833333333333333,1.3333333333333333,0.16666666666666666,1.5,6.333333333333333,2.861111111111111,0.36111111111111116,,,,0.2569444444444444,,,0.25,0.05,0.18111694639726245,0.009055847319863123,0.02716754195958937,0.03622338927945249,0.14489355711780996,,
Poland,High income,2020-03-09,51.9194,19.1451,37943338,15422,1384,samples tested,16,2,0,16,2,14,7.333333333333333,,,,,,,,,,,,,0.0,0.0,0.4216814029382444,0.0,0.05271017536728055,0.05271017536728055,0.36897122757096384,86.5,36.47544135415814
Portugal,High income,2020-03-09,39.3999,-8.2245,10283147,23403,670,samples tested,30,6,0,30,6,24,7.666666666666667,2.5,,,,5.194444444444445,,,,,,,,0.0,0.0,2.917394840314935,0.0,0.5834789680629869,0.5834789680629869,2.3339158722519477,22.333333333333332,65.15515143370021
Qatar,High income,2020-03-09,25.3548,51.1839,3303190,68794,,,18,4,0,18,4,14,42.333333333333336,4.666666666666667,,,,10.333333333333334,2.5833333333333335,,,,-2.6666666666666665,,,0.0,0.0,5.449277819320112,0.0,1.2109506265155805,1.2109506265155805,4.238327192804531,,
Romania,Upper middle income,2020-03-09,45.9432,24.9668,19160783,12306,,,15,4,0,15,4,11,6.666666666666667,1.3333333333333333,,,,2.888888888888889,0.6388888888888888,,,,0.18055555555555558,-0.1111111111111111,,0.0,0.0,0.7828490098760578,0.0,0.20875973596694875,0.20875973596694875,0.574089273909109,,
Russia,Upper middle income,2020-03-09,60.0,90.0,144244558,11289,63191,samples tested,17,5,0,17,5,12,2.5,1.1666666666666667,,,,0.888888888888889,0.27777777777777773,,,,0.39583333333333326,0.12500000000000003,0.005642361111111126,0.0,0.0,0.11785539943905544,0.0,0.03466335277619278,0.03466335277619278,0.08319204666286266,3717.1176470588234,438.08238505607954
Rwanda,Low income,2020-03-09,-1.9403,29.8739,12916359,773,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saint Kitts and Nevis,High income,2020-03-09,17.357822,-62.782998,53464,19275,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saint Lucia,Upper middle income,2020-03-09,13.9094,-60.9789,184923,10566,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saint Vincent and the Grenadines,Upper middle income,2020-03-09,12.9843,-61.2872,110483,7361,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
San Marino,High income,2020-03-09,43.9424,12.4578,34572,40124,,,36,9,1,36,10,26,8.0,2.1666666666666665,0.3333333333333333,2.5,5.5,1.0833333333333335,,,,,-0.20138888888888892,-0.13020833333333337,,0.1,0.027777777777777776,1041.3051023950018,28.925141733194494,260.32627559875044,289.25141733194494,752.0536850630568,,
Sao Tome and Principe,,2020-03-09,0.18636,6.613081,220479,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,High income,2020-03-09,24.0,45.0,35582072,23339,,,15,2,0,15,2,13,6.666666666666667,0.8333333333333334,,,,2.0555555555555554,,,,,,,,0.0,0.0,0.42156061063560324,0.0,0.05620808141808043,0.05620808141808043,0.3653525292175228,,
Senegal,Lower middle income,2020-03-09,14.4974,-14.4524,16725284,1522,26,samples tested,4,2,0,4,2,2,0.0,0.16666666666666666,,,,0.5,,,,,,,,0.0,0.0,0.2391588686924539,0.0,0.11957943434622695,0.11957943434622695,0.11957943434622695,6.5,1.5545326465009504
Serbia,Upper middle income,2020-03-09,44.0165,21.0059,6925690,7246,101,people tested,1,0,0,1,0,1,3.0,,,,,,,,,,,,,,0.0,0.14438994526177176,0.0,0.0,0.0,0.14438994526177176,101.0,14.583384471438947
Seychelles,High income,2020-03-09,-4.6796,55.492,98675,16434,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sierra Leone,Low income,2020-03-09,8.460555000000001,-11.779889,8098006,534,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Singapore,High income,2020-03-09,1.2833,103.8333,5853430,64582,,,150,101,0,150,101,49,8.0,4.666666666666667,,,,0.9999999999999999,0.4444444444444444,,,,-0.02083333333333337,,,0.0,0.0,25.62600048176881,0.0,17.254840324390997,17.254840324390997,8.371160157377812,,
Slovakia,High income,2020-03-09,48.669,19.699,5453260,19444,,,3,0,0,3,0,3,2.5,,,,,,,,,,,,,,0.0,0.5501296472201949,0.0,0.0,0.0,0.5501296472201949,,
Slovenia,High income,2020-03-09,46.1512,14.9955,2083556,26042,,,16,3,0,16,3,13,13.666666666666666,,,,,,,,,,,,,0.0,0.0,7.679179249321832,0.0,1.4398461092478436,1.4398461092478436,6.239333140073989,,
Somalia,,2020-03-09,5.1521,46.1996,15910843,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
South Africa,Upper middle income,2020-03-09,-30.5595,22.9375,59411676,6374,,people tested,3,0,0,3,0,3,2.6666666666666665,,,,,,,,,,,,,,0.0,0.05049512489767163,0.0,0.0,0.0,0.05049512489767163,,
South Korea,High income,2020-03-09,36.0,128.0,52144578,31380,196618,people tested,7478,3553,53,7478,3606,3872,212.66666666666666,348.6666666666667,4.0,352.6666666666667,-140.00000000000003,-44.666666666666664,-9.444444444444448,-0.08333333333333341,-9.527777777777782,-35.138888888888886,,,,0.014697726012201887,0.007087456539181599,143.40896574136625,1.0164048120209161,68.13747730396821,69.15388211598912,74.25508362537713,26.292859053222788,3770.631723206198
South Sudan,,2020-03-09,6.877000000000002,31.307,11695174,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Spain,High income,2020-03-09,40.0,-4.0,47545141,30324,,,1073,160,28,1073,188,885,312.8333333333333,74.16666666666667,8.333333333333334,82.5,230.33333333333331,161.58333333333331,28.555555555555557,6.5,35.05555555555556,126.52777777777776,21.784722222222232,-3.201388888888884,,0.14893617021276595,0.0260950605778192,22.56802645721463,0.5889140175228421,3.365222957273384,3.9541369747962256,18.613889482418404,,
Sri Lanka,Upper middle income,2020-03-09,7.0,81.0,22017708,4102,,,1,1,0,1,1,0,0.16666666666666666,0.0,,,,,,,,,,,,0.0,0.0,0.04541798810303052,0.0,0.04541798810303052,0.04541798810303052,0.0,,
Sudan,Lower middle income,2020-03-09,12.8628,30.2176,43832398,977,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Upper middle income,2020-03-09,3.9193,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sweden,High income,2020-03-09,63.0,16.0,10331337,54651,,people tested,248,52,0,248,52,196,83.0,19.0,,,,15.194444444444443,5.472222222222221,,,,-1.5416666666666667,-1.3940972222222219,,0.0,0.0,24.004637541104312,0.0,5.033230452167033,5.033230452167033,18.97140708893728,,
Switzerland,High income,2020-03-09,46.8182,8.2275,8675300,82829,8740,samples tested,374,88,2,374,90,284,73.0,27.5,0.5,28.0,45.0,41.888888888888886,6.472222222222222,,,,6.111111111111109,-0.9010416666666665,-0.15364583333333293,0.022222222222222223,0.0053475935828877,43.110901063940155,0.2305395778820329,10.143741426809447,10.37428100469148,32.73662005924867,23.36898395721925,1007.4579553444837
Taiwan,,2020-03-09,23.7,121.0,,,14635,samples tested,45,34,1,45,35,10,0.6666666666666666,1.0,0.0,1.0,-0.33333333333333337,0.3055555555555556,-0.02777777777777779,,,,,,,0.02857142857142857,0.022222222222222223,,,,,,325.22222222222223,
Tajikistan,Low income,2020-03-09,38.861034,71.276093,9494572,827,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tanzania,Low income,2020-03-09,-6.369,34.8888,59664818,1061,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Thailand,Upper middle income,2020-03-09,15.0,101.0,70187992,7274,4682,people tested,50,40,1,50,41,9,3.6666666666666665,1.0,0.0,1.0,2.6666666666666665,1.5833333333333333,0.16666666666666666,,,,0.6180555555555556,0.11111111111111113,-0.01649305555555556,0.024390243902439025,0.02,0.7123725665210653,0.014247451330421306,0.5698980532168523,0.5841455045472735,0.12822706197379174,93.64,66.70656712903255
Togo,Low income,2020-03-09,8.6195,0.8248,8313208,679,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.12029050638453892,0.0,0.0,0.0,0.12029050638453892,,
Trinidad and Tobago,High income,2020-03-09,10.6918,-61.2225,1404205,17130,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tunisia,Lower middle income,2020-03-09,34.0,9.0,11792303,3448,145,samples tested,2,0,0,2,0,2,1.0,,,,,,,,,,,,,,0.0,0.16960215489713926,0.0,0.0,0.0,0.16960215489713926,72.5,12.296156230042596
Turkey,Upper middle income,2020-03-09,38.9637,35.2433,84767099,9370,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uganda,Low income,2020-03-09,1.0,32.0,45624665,643,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ukraine,Lower middle income,2020-03-09,48.3794,31.1656,44143362,3095,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.02265346259761547,0.0,0.0,0.0,0.02265346259761547,,
United Arab Emirates,High income,2020-03-09,24.0,54.0,10910461,43005,,,45,23,0,45,23,22,9.333333333333334,2.6666666666666665,,,,0.9722222222222223,0.36111111111111116,,,,-0.2569444444444445,-0.034722222222222245,,0.0,0.0,4.124481999431555,0.0,2.108068577487239,2.108068577487239,2.0164134219443155,,
United Kingdom,High income,2020-03-09,24.548172727272732,-43.90224545454545,67359087,42962,24960,people tested,322,76,3,322,79,243,49.166666666666664,19.333333333333332,1.3333333333333333,20.666666666666664,28.5,15.333333333333334,4.0,,,,5.097222222222221,0.8020833333333329,0.28819444444444453,0.0379746835443038,0.009316770186335404,4.7803498286727075,0.044537420764031437,1.1282813260221298,1.1728187467861613,3.6075310818865463,77.51552795031056,370.5513407567415
United States,High income,2020-03-09,37.0902,-95.7129,332049547,62887,6732,units unclear,519,97,22,519,119,400,223.16666666666666,35.833333333333336,4.833333333333333,40.66666666666667,182.5,55.63888888888889,14.416666666666666,0.9722222222222223,15.38888888888889,40.25,17.944444444444443,12.06076388888889,5.321614583333334,0.18487394957983194,0.04238921001926782,1.5630197501820413,0.06625517245473007,0.2921250785504008,0.3583802510051309,1.2046394991769105,12.971098265895954,20.274082771147402
Uruguay,High income,2020-03-09,-32.5228,-55.7658,3464003,17278,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uzbekistan,Lower middle income,2020-03-09,41.3775,64.5853,34035959,1532,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Venezuela,Upper middle income,2020-03-09,6.4238,-66.5897,29442841,4842,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Vietnam,Lower middle income,2020-03-09,16.0,108.0,97455744,2567,2589,units unclear,30,17,0,30,17,13,3.8333333333333335,1.0,,,,0.33333333333333326,0.22222222222222224,,,,-0.14583333333333331,,,0.0,0.0,0.3078320350209424,0.0,0.17443815317853403,0.17443815317853403,0.13339388184240838,86.3,26.565904622307333
West Bank and Gaza,Lower middle income,2020-03-09,31.9522,35.2332,4801744,3199,,,19,4,0,19,4,15,3.8333333333333335,,,,,,,,,,,,,0.0,0.0,3.956895661243082,0.0,0.8330306655248593,0.8330306655248593,3.1238649957182223,,
Western Sahara,,2020-03-09,24.2155,-12.8858,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Yemen,Low income,2020-03-09,15.552727,48.516388,30102884,944,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zambia,Lower middle income,2020-03-09,-15.4167,28.2833,18364219,1540,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zimbabwe,Lower middle income,2020-03-09,-20.0,30.0,14755201,2147,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
