Country,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
South Sudan,,2020-02-04,6.88,31.31,11695174,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Spain,High income,2020-02-04,40.0,-4.0,47545141,30324,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.021,0.0,0.0,0.0,0.021,,
Sri Lanka,Upper middle income,2020-02-04,7.0,81.0,22017708,4102,,,1,1,0,1,1,0,0.0,,,,,,,,,,,,,0.0,0.0,0.0454,0.0,0.0454,0.0454,0.0,,
Sudan,Lower middle income,2020-02-04,12.86,30.22,43832398,977,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Suriname,Upper middle income,2020-02-04,3.92,-56.0278,589022,6234,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Sweden,High income,2020-02-04,63.0,16.0,10331337,54651,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.0968,0.0,0.0,0.0,0.0968,,
Switzerland,High income,2020-02-04,46.82,8.23,8675300,82829,207,samples tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,23.86
Taiwan,,2020-02-04,23.7,121.0,,,,,11,5,0,11,5,6,1.0,0.5,,,,0.111,0.0556,,,,-0.0417,,,0.0,0.0,,,,,,,
Tajikistan,Low income,2020-02-04,38.86,71.28,9494572,827,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tanzania,Low income,2020-02-04,-6.369,34.89,59664818,1061,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Thailand,Upper middle income,2020-02-04,15.0,101.0,70187992,7274,,,25,10,0,25,10,15,1.0,1.0,,,,-0.1111,0.0278,,,,0.0,,,0.0,0.0,0.356,0.0,0.142,0.142,0.214,,
Togo,Low income,2020-02-04,8.62,0.825,8313208,679,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Trinidad and Tobago,High income,2020-02-04,10.69,-61.2225,1404205,17130,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Tunisia,Lower middle income,2020-02-04,34.0,9.0,11792303,3448,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Turkey,Upper middle income,2020-02-04,38.96,35.24,84767099,9370,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uganda,Low income,2020-02-04,1.0,32.0,45624665,643,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ukraine,Lower middle income,2020-02-04,48.38,31.17,44143362,3095,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
United Arab Emirates,High income,2020-02-04,24.0,54.0,10910461,43005,,,5,2,0,5,2,3,0.167,0.333,,,,0.0556,,,,,,,,0.0,0.0,0.458,0.0,0.183,0.183,0.275,,
United Kingdom,High income,2020-02-04,24.55,-43.9022,67359087,42962,416,people tested,2,1,0,2,1,1,0.167,,,,,,,,,,,,,0.0,0.0,0.0297,0.0,0.0148,0.0148,0.0148,208.0,6.18
United States,High income,2020-02-04,37.09,-95.7129,332049547,62887,,,11,4,0,11,4,7,0.5,0.5,,,,-0.1667,0.0278,,,,,,,0.0,0.0,0.0331,0.0,0.012,0.012,0.0211,,
Uruguay,High income,2020-02-04,-32.5228,-55.7658,3464003,17278,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Uzbekistan,Lower middle income,2020-02-04,41.38,64.59,34035959,1532,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Venezuela,Upper middle income,2020-02-04,6.42,-66.5897,29442841,4842,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Vietnam,Lower middle income,2020-02-04,16.0,108.0,97455744,2567,,,8,3,0,8,3,5,0.667,0.5,,,,0.0,0.0278,,,,-0.0417,,,0.0,0.0,0.0821,0.0,0.0308,0.0308,0.0513,,
West Bank and Gaza,Lower middle income,2020-02-04,31.95,35.23,4801744,3199,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Western Sahara,,2020-02-04,24.22,-12.8858,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Yemen,Low income,2020-02-04,15.55,48.52,30102884,944,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zambia,Lower middle income,2020-02-04,-15.4167,28.28,18364219,1540,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Zimbabwe,Lower middle income,2020-02-04,-20.0,30.0,14755201,2147,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
